,country,year,iso_code,population,gdp,variable,value,energy_source,type,unit,source
108152,Asia,2022,,4721383370.0,,oil_consumption,23162.406,oil,consumption,terawatt-hours,oil
108815,Europe,2013,,741180502.0,,oil_consumption,9531.72,oil,consumption,terawatt-hours,oil
108816,Europe,2014,,742190861.0,,oil_consumption,9471.982,oil,consumption,terawatt-hours,oil
108817,Europe,2015,,743294457.0,,oil_consumption,9531.291,oil,consumption,terawatt-hours,oil
108818,Europe,2016,,744516175.0,,oil_consumption,9689.947,oil,consumption,terawatt-hours,oil
108819,Europe,2017,,745657647.0,,oil_consumption,9858.75,oil,consumption,terawatt-hours,oil
108820,Europe,2018,,746577709.0,,oil_consumption,9833.19,oil,consumption,terawatt-hours,oil
108821,Europe,2019,,747418251.0,,oil_consumption,9836.58,oil,consumption,terawatt-hours,oil
108822,Europe,2020,,747462669.0,,oil_consumption,8688.604,oil,consumption,terawatt-hours,oil
108823,Europe,2021,,746417727.0,,oil_consumption,9127.463,oil,consumption,terawatt-hours,oil
108824,Europe,2022,,744806995.0,,oil_consumption,9403.708,oil,consumption,terawatt-hours,oil
109814,North America,2013,,560056144.0,,oil_consumption,12455.369,oil,consumption,terawatt-hours,oil
109815,North America,2014,,565486685.0,,oil_consumption,12466.217,oil,consumption,terawatt-hours,oil
109816,North America,2015,,570726015.0,,oil_consumption,12653.666,oil,consumption,terawatt-hours,oil
109817,North America,2016,,576008328.0,,oil_consumption,12764.857,oil,consumption,terawatt-hours,oil
109818,North America,2017,,581258143.0,,oil_consumption,12812.701,oil,consumption,terawatt-hours,oil
109819,North America,2018,,585864285.0,,oil_consumption,13025.548,oil,consumption,terawatt-hours,oil
109820,North America,2019,,590497015.0,,oil_consumption,12937.848,oil,consumption,terawatt-hours,oil
109821,North America,2020,,594263186.0,,oil_consumption,11303.612,oil,consumption,terawatt-hours,oil
109822,North America,2021,,597123384.0,,oil_consumption,12299.282,oil,consumption,terawatt-hours,oil
109823,North America,2022,,600323657.0,,oil_consumption,12500.689,oil,consumption,terawatt-hours,oil
109943,Oceania,2013,,39057783.0,,oil_consumption,664.069,oil,consumption,terawatt-hours,oil
109944,Oceania,2014,,39729340.0,,oil_consumption,663.145,oil,consumption,terawatt-hours,oil
109945,Oceania,2015,,40403644.0,,oil_consumption,661.602,oil,consumption,terawatt-hours,oil
109946,Oceania,2016,,41101240.0,,oil_consumption,666.013,oil,consumption,terawatt-hours,oil
109947,Oceania,2017,,41817267.0,,oil_consumption,698.419,oil,consumption,terawatt-hours,oil
109948,Oceania,2018,,42540030.0,,oil_consumption,709.085,oil,consumption,terawatt-hours,oil
109949,Oceania,2019,,43278474.0,,oil_consumption,705.733,oil,consumption,terawatt-hours,oil
109950,Oceania,2020,,43933757.0,,oil_consumption,606.173,oil,consumption,terawatt-hours,oil
109951,Oceania,2021,,44492065.0,,oil_consumption,619.399,oil,consumption,terawatt-hours,oil
109952,Oceania,2022,,45038860.0,,oil_consumption,651.527,oil,consumption,terawatt-hours,oil
110315,South America,2013,,405147963.0,,oil_consumption,3092.617,oil,consumption,terawatt-hours,oil
110316,South America,2014,,409128901.0,,oil_consumption,3127.044,oil,consumption,terawatt-hours,oil
110317,South America,2015,,413134461.0,,oil_consumption,2966.459,oil,consumption,terawatt-hours,oil
110318,South America,2016,,417101806.0,,oil_consumption,2887.341,oil,consumption,terawatt-hours,oil
110319,South America,2017,,420982650.0,,oil_consumption,2848.322,oil,consumption,terawatt-hours,oil
110320,South America,2018,,424740741.0,,oil_consumption,2733.716,oil,consumption,terawatt-hours,oil
110321,South America,2019,,428318218.0,,oil_consumption,2694.21,oil,consumption,terawatt-hours,oil
110322,South America,2020,,431530105.0,,oil_consumption,2362.266,oil,consumption,terawatt-hours,oil
110323,South America,2021,,434254167.0,,oil_consumption,2677.402,oil,consumption,terawatt-hours,oil
110324,South America,2022,,436816679.0,,oil_consumption,2904.329,oil,consumption,terawatt-hours,oil
110780,Africa,2013,,1140180888.0,,oil_elec_per_capita,68.445,oil,elec,kilowatt-hours,oil
110781,Africa,2014,,1170299297.0,,oil_elec_per_capita,72.041,oil,elec,kilowatt-hours,oil
110782,Africa,2015,,1201108186.0,,oil_elec_per_capita,76.504,oil,elec,kilowatt-hours,oil
110783,Africa,2016,,1232111820.0,,oil_elec_per_capita,65.14,oil,elec,kilowatt-hours,oil
110784,Africa,2017,,1263333997.0,,oil_elec_per_capita,59.042,oil,elec,kilowatt-hours,oil
110785,Africa,2018,,1295265310.0,,oil_elec_per_capita,48.924,oil,elec,kilowatt-hours,oil
110786,Africa,2019,,1327701380.0,,oil_elec_per_capita,40.446,oil,elec,kilowatt-hours,oil
110787,Africa,2020,,1360677453.0,,oil_elec_per_capita,34.351,oil,elec,kilowatt-hours,oil
110788,Africa,2021,,1393676724.0,,oil_elec_per_capita,39.177,oil,elec,kilowatt-hours,oil
110789,Africa,2022,,1426736614.0,,oil_elec_per_capita,45.65,oil,elec,kilowatt-hours,oil
110863,Antarctica,2013,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110864,Antarctica,2014,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110865,Antarctica,2015,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110866,Antarctica,2016,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110867,Antarctica,2017,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110868,Antarctica,2018,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110869,Antarctica,2019,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110870,Antarctica,2020,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110871,Antarctica,2021,ATA,,,oil_elec_per_capita,,oil,elec,kilowatt-hours,oil
110912,Asia,2013,,4365286895.0,,oil_elec_per_capita,157.509,oil,elec,kilowatt-hours,oil
110913,Asia,2014,,4412496398.0,,oil_elec_per_capita,142.187,oil,elec,kilowatt-hours,oil
110914,Asia,2015,,4458250376.0,,oil_elec_per_capita,137.597,oil,elec,kilowatt-hours,oil
110915,Asia,2016,,4502955714.0,,oil_elec_per_capita,130.037,oil,elec,kilowatt-hours,oil
110916,Asia,2017,,4547095064.0,,oil_elec_per_capita,119.65,oil,elec,kilowatt-hours,oil
110917,Asia,2018,,4588802751.0,,oil_elec_per_capita,102.205,oil,elec,kilowatt-hours,oil
110918,Asia,2019,,4627738749.0,,oil_elec_per_capita,96.924,oil,elec,kilowatt-hours,oil
110919,Asia,2020,,4663086623.0,,oil_elec_per_capita,91.257,oil,elec,kilowatt-hours,oil
110920,Asia,2021,,4693332132.0,,oil_elec_per_capita,96.771,oil,elec,kilowatt-hours,oil
110921,Asia,2022,,4721383370.0,,oil_elec_per_capita,96.783,oil,elec,kilowatt-hours,oil
111584,Europe,2013,,741180502.0,,oil_elec_per_capita,206.981,oil,elec,kilowatt-hours,oil
111585,Europe,2014,,742190861.0,,oil_elec_per_capita,208.046,oil,elec,kilowatt-hours,oil
111586,Europe,2015,,743294457.0,,oil_elec_per_capita,211.625,oil,elec,kilowatt-hours,oil
111587,Europe,2016,,744516175.0,,oil_elec_per_capita,215.778,oil,elec,kilowatt-hours,oil
111588,Europe,2017,,745657647.0,,oil_elec_per_capita,205.993,oil,elec,kilowatt-hours,oil
111589,Europe,2018,,746577709.0,,oil_elec_per_capita,198.291,oil,elec,kilowatt-hours,oil
111590,Europe,2019,,747418251.0,,oil_elec_per_capita,184.141,oil,elec,kilowatt-hours,oil
111591,Europe,2020,,747462669.0,,oil_elec_per_capita,167.393,oil,elec,kilowatt-hours,oil
111592,Europe,2021,,746417727.0,,oil_elec_per_capita,173.75,oil,elec,kilowatt-hours,oil
111593,Europe,2022,,744806995.0,,oil_elec_per_capita,181.43,oil,elec,kilowatt-hours,oil
112583,North America,2013,,560056144.0,,oil_elec_per_capita,288.025,oil,elec,kilowatt-hours,oil
112584,North America,2014,,565486685.0,,oil_elec_per_capita,259.157,oil,elec,kilowatt-hours,oil
112585,North America,2015,,570726015.0,,oil_elec_per_capita,258.355,oil,elec,kilowatt-hours,oil
112586,North America,2016,,576008328.0,,oil_elec_per_capita,249.753,oil,elec,kilowatt-hours,oil
112587,North America,2017,,581258143.0,,oil_elec_per_capita,239.67,oil,elec,kilowatt-hours,oil
112588,North America,2018,,585864285.0,,oil_elec_per_capita,240.448,oil,elec,kilowatt-hours,oil
112589,North America,2019,,590497015.0,,oil_elec_per_capita,229.4,oil,elec,kilowatt-hours,oil
112590,North America,2020,,594263186.0,,oil_elec_per_capita,204.017,oil,elec,kilowatt-hours,oil
112591,North America,2021,,597123384.0,,oil_elec_per_capita,201.834,oil,elec,kilowatt-hours,oil
112592,North America,2022,,600323657.0,,oil_elec_per_capita,206.239,oil,elec,kilowatt-hours,oil
112712,Oceania,2013,,39057783.0,,oil_elec_per_capita,333.608,oil,elec,kilowatt-hours,oil
112713,Oceania,2014,,39729340.0,,oil_elec_per_capita,350.874,oil,elec,kilowatt-hours,oil
112714,Oceania,2015,,40403644.0,,oil_elec_per_capita,351.453,oil,elec,kilowatt-hours,oil
112715,Oceania,2016,,41101240.0,,oil_elec_per_capita,341.109,oil,elec,kilowatt-hours,oil
112716,Oceania,2017,,41817267.0,,oil_elec_per_capita,314.463,oil,elec,kilowatt-hours,oil
112717,Oceania,2018,,42540030.0,,oil_elec_per_capita,306.3,oil,elec,kilowatt-hours,oil
112718,Oceania,2019,,43278474.0,,oil_elec_per_capita,297.839,oil,elec,kilowatt-hours,oil
112719,Oceania,2020,,43933757.0,,oil_elec_per_capita,272.456,oil,elec,kilowatt-hours,oil
112720,Oceania,2021,,44492065.0,,oil_elec_per_capita,283.871,oil,elec,kilowatt-hours,oil
112721,Oceania,2022,,45038860.0,,oil_elec_per_capita,291.082,oil,elec,kilowatt-hours,oil
113084,South America,2013,,405147963.0,,oil_elec_per_capita,214.49,oil,elec,kilowatt-hours,oil
113085,South America,2014,,409128901.0,,oil_elec_per_capita,230.074,oil,elec,kilowatt-hours,oil
113086,South America,2015,,413134461.0,,oil_elec_per_capita,227.626,oil,elec,kilowatt-hours,oil
113087,South America,2016,,417101806.0,,oil_elec_per_capita,183.001,oil,elec,kilowatt-hours,oil
113088,South America,2017,,420982650.0,,oil_elec_per_capita,148.818,oil,elec,kilowatt-hours,oil
113089,South America,2018,,424740741.0,,oil_elec_per_capita,127.537,oil,elec,kilowatt-hours,oil
113090,South America,2019,,428318218.0,,oil_elec_per_capita,108.611,oil,elec,kilowatt-hours,oil
113091,South America,2020,,431530105.0,,oil_elec_per_capita,98.023,oil,elec,kilowatt-hours,oil
113092,South America,2021,,434254167.0,,oil_elec_per_capita,135.98,oil,elec,kilowatt-hours,oil
113093,South America,2022,,436816679.0,,oil_elec_per_capita,117.967,oil,elec,kilowatt-hours,oil
113549,Africa,2013,,1140180888.0,,oil_electricity,78.04,oil,electricity,terawatt-hours,oil
113550,Africa,2014,,1170299297.0,,oil_electricity,84.31,oil,electricity,terawatt-hours,oil
113551,Africa,2015,,1201108186.0,,oil_electricity,91.89,oil,electricity,terawatt-hours,oil
113552,Africa,2016,,1232111820.0,,oil_electricity,80.26,oil,electricity,terawatt-hours,oil
113553,Africa,2017,,1263333997.0,,oil_electricity,74.59,oil,electricity,terawatt-hours,oil
113554,Africa,2018,,1295265310.0,,oil_electricity,63.37,oil,electricity,terawatt-hours,oil
113555,Africa,2019,,1327701380.0,,oil_electricity,53.7,oil,electricity,terawatt-hours,oil
113556,Africa,2020,,1360677453.0,,oil_electricity,46.74,oil,electricity,terawatt-hours,oil
113557,Africa,2021,,1393676724.0,,oil_electricity,54.6,oil,electricity,terawatt-hours,oil
113558,Africa,2022,,1426736614.0,,oil_electricity,65.13,oil,electricity,terawatt-hours,oil
113632,Antarctica,2013,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113633,Antarctica,2014,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113634,Antarctica,2015,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113635,Antarctica,2016,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113636,Antarctica,2017,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113637,Antarctica,2018,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113638,Antarctica,2019,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113639,Antarctica,2020,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113640,Antarctica,2021,ATA,,,oil_electricity,,oil,electricity,terawatt-hours,oil
113681,Asia,2013,,4365286895.0,,oil_electricity,687.57,oil,electricity,terawatt-hours,oil
113682,Asia,2014,,4412496398.0,,oil_electricity,627.4,oil,electricity,terawatt-hours,oil
113683,Asia,2015,,4458250376.0,,oil_electricity,613.44,oil,electricity,terawatt-hours,oil
113684,Asia,2016,,4502955714.0,,oil_electricity,585.55,oil,electricity,terawatt-hours,oil
113685,Asia,2017,,4547095064.0,,oil_electricity,544.06,oil,electricity,terawatt-hours,oil
113686,Asia,2018,,4588802751.0,,oil_electricity,469.0,oil,electricity,terawatt-hours,oil
113687,Asia,2019,,4627738749.0,,oil_electricity,448.54,oil,electricity,terawatt-hours,oil
113688,Asia,2020,,4663086623.0,,oil_electricity,425.54,oil,electricity,terawatt-hours,oil
113689,Asia,2021,,4693332132.0,,oil_electricity,454.18,oil,electricity,terawatt-hours,oil
113690,Asia,2022,,4721383370.0,,oil_electricity,456.95,oil,electricity,terawatt-hours,oil
114353,Europe,2013,,741180502.0,,oil_electricity,153.41,oil,electricity,terawatt-hours,oil
114354,Europe,2014,,742190861.0,,oil_electricity,154.41,oil,electricity,terawatt-hours,oil
114355,Europe,2015,,743294457.0,,oil_electricity,157.3,oil,electricity,terawatt-hours,oil
114356,Europe,2016,,744516175.0,,oil_electricity,160.65,oil,electricity,terawatt-hours,oil
114357,Europe,2017,,745657647.0,,oil_electricity,153.6,oil,electricity,terawatt-hours,oil
114358,Europe,2018,,746577709.0,,oil_electricity,148.04,oil,electricity,terawatt-hours,oil
114359,Europe,2019,,747418251.0,,oil_electricity,137.63,oil,electricity,terawatt-hours,oil
114360,Europe,2020,,747462669.0,,oil_electricity,125.12,oil,electricity,terawatt-hours,oil
114361,Europe,2021,,746417727.0,,oil_electricity,129.69,oil,electricity,terawatt-hours,oil
114362,Europe,2022,,744806995.0,,oil_electricity,135.13,oil,electricity,terawatt-hours,oil
115352,North America,2013,,560056144.0,,oil_electricity,161.31,oil,electricity,terawatt-hours,oil
115353,North America,2014,,565486685.0,,oil_electricity,146.55,oil,electricity,terawatt-hours,oil
115354,North America,2015,,570726015.0,,oil_electricity,147.45,oil,electricity,terawatt-hours,oil
115355,North America,2016,,576008328.0,,oil_electricity,143.86,oil,electricity,terawatt-hours,oil
115356,North America,2017,,581258143.0,,oil_electricity,139.31,oil,electricity,terawatt-hours,oil
115357,North America,2018,,585864285.0,,oil_electricity,140.87,oil,electricity,terawatt-hours,oil
115358,North America,2019,,590497015.0,,oil_electricity,135.46,oil,electricity,terawatt-hours,oil
115359,North America,2020,,594263186.0,,oil_electricity,121.24,oil,electricity,terawatt-hours,oil
115360,North America,2021,,597123384.0,,oil_electricity,120.52,oil,electricity,terawatt-hours,oil
115361,North America,2022,,600323657.0,,oil_electricity,123.81,oil,electricity,terawatt-hours,oil
115481,Oceania,2013,,39057783.0,,oil_electricity,13.03,oil,electricity,terawatt-hours,oil
115482,Oceania,2014,,39729340.0,,oil_electricity,13.94,oil,electricity,terawatt-hours,oil
115483,Oceania,2015,,40403644.0,,oil_electricity,14.2,oil,electricity,terawatt-hours,oil
115484,Oceania,2016,,41101240.0,,oil_electricity,14.02,oil,electricity,terawatt-hours,oil
115485,Oceania,2017,,41817267.0,,oil_electricity,13.15,oil,electricity,terawatt-hours,oil
115486,Oceania,2018,,42540030.0,,oil_electricity,13.03,oil,electricity,terawatt-hours,oil
115487,Oceania,2019,,43278474.0,,oil_electricity,12.89,oil,electricity,terawatt-hours,oil
115488,Oceania,2020,,43933757.0,,oil_electricity,11.97,oil,electricity,terawatt-hours,oil
115489,Oceania,2021,,44492065.0,,oil_electricity,12.63,oil,electricity,terawatt-hours,oil
115490,Oceania,2022,,45038860.0,,oil_electricity,13.11,oil,electricity,terawatt-hours,oil
115853,South America,2013,,405147963.0,,oil_electricity,86.9,oil,electricity,terawatt-hours,oil
115854,South America,2014,,409128901.0,,oil_electricity,94.13,oil,electricity,terawatt-hours,oil
115855,South America,2015,,413134461.0,,oil_electricity,94.04,oil,electricity,terawatt-hours,oil
115856,South America,2016,,417101806.0,,oil_electricity,76.33,oil,electricity,terawatt-hours,oil
115857,South America,2017,,420982650.0,,oil_electricity,62.65,oil,electricity,terawatt-hours,oil
115858,South America,2018,,424740741.0,,oil_electricity,54.17,oil,electricity,terawatt-hours,oil
115859,South America,2019,,428318218.0,,oil_electricity,46.52,oil,electricity,terawatt-hours,oil
115860,South America,2020,,431530105.0,,oil_electricity,42.3,oil,electricity,terawatt-hours,oil
115861,South America,2021,,434254167.0,,oil_electricity,59.05,oil,electricity,terawatt-hours,oil
115862,South America,2022,,436816679.0,,oil_electricity,51.53,oil,electricity,terawatt-hours,oil
116318,Africa,2013,,1140180888.0,,oil_energy_per_capita,1861.571,oil,energy,kilowatt-hours,oil
116319,Africa,2014,,1170299297.0,,oil_energy_per_capita,1832.278,oil,energy,kilowatt-hours,oil
116320,Africa,2015,,1201108186.0,,oil_energy_per_capita,1833.832,oil,energy,kilowatt-hours,oil
116321,Africa,2016,,1232111820.0,,oil_energy_per_capita,1803.088,oil,energy,kilowatt-hours,oil
116322,Africa,2017,,1263333997.0,,oil_energy_per_capita,1793.062,oil,energy,kilowatt-hours,oil
116323,Africa,2018,,1295265310.0,,oil_energy_per_capita,1775.257,oil,energy,kilowatt-hours,oil
116324,Africa,2019,,1327701380.0,,oil_energy_per_capita,1728.642,oil,energy,kilowatt-hours,oil
116325,Africa,2020,,1360677453.0,,oil_energy_per_capita,1510.482,oil,energy,kilowatt-hours,oil
116326,Africa,2021,,1393676724.0,,oil_energy_per_capita,1608.978,oil,energy,kilowatt-hours,oil
116327,Africa,2022,,1426736614.0,,oil_energy_per_capita,1655.062,oil,energy,kilowatt-hours,oil
116401,Antarctica,2013,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116402,Antarctica,2014,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116403,Antarctica,2015,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116404,Antarctica,2016,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116405,Antarctica,2017,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116406,Antarctica,2018,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116407,Antarctica,2019,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116408,Antarctica,2020,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116409,Antarctica,2021,ATA,,,oil_energy_per_capita,,oil,energy,kilowatt-hours,oil
116450,Asia,2013,,4365286895.0,,oil_energy_per_capita,4941.813,oil,energy,kilowatt-hours,oil
116451,Asia,2014,,4412496398.0,,oil_energy_per_capita,4967.079,oil,energy,kilowatt-hours,oil
116452,Asia,2015,,4458250376.0,,oil_energy_per_capita,5095.594,oil,energy,kilowatt-hours,oil
116453,Asia,2016,,4502955714.0,,oil_energy_per_capita,5235.996,oil,energy,kilowatt-hours,oil
116454,Asia,2017,,4547095064.0,,oil_energy_per_capita,5329.595,oil,energy,kilowatt-hours,oil
116455,Asia,2018,,4588802751.0,,oil_energy_per_capita,5374.383,oil,energy,kilowatt-hours,oil
116456,Asia,2019,,4627738749.0,,oil_energy_per_capita,5373.906,oil,energy,kilowatt-hours,oil
116457,Asia,2020,,4663086623.0,,oil_energy_per_capita,5041.575,oil,energy,kilowatt-hours,oil
116458,Asia,2021,,4693332132.0,,oil_energy_per_capita,5180.083,oil,energy,kilowatt-hours,oil
116459,Asia,2022,,4721383370.0,,oil_energy_per_capita,4905.852,oil,energy,kilowatt-hours,oil
117122,Europe,2013,,741180502.0,,oil_energy_per_capita,12860.187,oil,energy,kilowatt-hours,oil
117123,Europe,2014,,742190861.0,,oil_energy_per_capita,12762.192,oil,energy,kilowatt-hours,oil
117124,Europe,2015,,743294457.0,,oil_energy_per_capita,12823.035,oil,energy,kilowatt-hours,oil
117125,Europe,2016,,744516175.0,,oil_energy_per_capita,13015.093,oil,energy,kilowatt-hours,oil
117126,Europe,2017,,745657647.0,,oil_energy_per_capita,13221.55,oil,energy,kilowatt-hours,oil
117127,Europe,2018,,746577709.0,,oil_energy_per_capita,13171.021,oil,energy,kilowatt-hours,oil
117128,Europe,2019,,747418251.0,,oil_energy_per_capita,13160.744,oil,energy,kilowatt-hours,oil
117129,Europe,2020,,747462669.0,,oil_energy_per_capita,11624.132,oil,energy,kilowatt-hours,oil
117130,Europe,2021,,746417727.0,,oil_energy_per_capita,12228.357,oil,energy,kilowatt-hours,oil
117131,Europe,2022,,744806995.0,,oil_energy_per_capita,12625.698,oil,energy,kilowatt-hours,oil
118121,North America,2013,,560056144.0,,oil_energy_per_capita,22239.5,oil,energy,kilowatt-hours,oil
118122,North America,2014,,565486685.0,,oil_energy_per_capita,22045.111,oil,energy,kilowatt-hours,oil
118123,North America,2015,,570726015.0,,oil_energy_per_capita,22171.174,oil,energy,kilowatt-hours,oil
118124,North America,2016,,576008328.0,,oil_energy_per_capita,22160.891,oil,energy,kilowatt-hours,oil
118125,North America,2017,,581258143.0,,oil_energy_per_capita,22043.049,oil,energy,kilowatt-hours,oil
118126,North America,2018,,585864285.0,,oil_energy_per_capita,22233.047,oil,energy,kilowatt-hours,oil
118127,North America,2019,,590497015.0,,oil_energy_per_capita,21910.098,oil,energy,kilowatt-hours,oil
118128,North America,2020,,594263186.0,,oil_energy_per_capita,19021.223,oil,energy,kilowatt-hours,oil
118129,North America,2021,,597123384.0,,oil_energy_per_capita,20597.557,oil,energy,kilowatt-hours,oil
118130,North America,2022,,600323657.0,,oil_energy_per_capita,20823.25,oil,energy,kilowatt-hours,oil
118250,Oceania,2013,,39057783.0,,oil_energy_per_capita,17002.213,oil,energy,kilowatt-hours,oil
118251,Oceania,2014,,39729340.0,,oil_energy_per_capita,16691.561,oil,energy,kilowatt-hours,oil
118252,Oceania,2015,,40403644.0,,oil_energy_per_capita,16374.822,oil,energy,kilowatt-hours,oil
118253,Oceania,2016,,41101240.0,,oil_energy_per_capita,16204.205,oil,energy,kilowatt-hours,oil
118254,Oceania,2017,,41817267.0,,oil_energy_per_capita,16701.686,oil,energy,kilowatt-hours,oil
118255,Oceania,2018,,42540030.0,,oil_energy_per_capita,16668.65,oil,energy,kilowatt-hours,oil
118256,Oceania,2019,,43278474.0,,oil_energy_per_capita,16306.791,oil,energy,kilowatt-hours,oil
118257,Oceania,2020,,43933757.0,,oil_energy_per_capita,13797.44,oil,energy,kilowatt-hours,oil
118258,Oceania,2021,,44492065.0,,oil_energy_per_capita,13921.566,oil,energy,kilowatt-hours,oil
118259,Oceania,2022,,45038860.0,,oil_energy_per_capita,14465.877,oil,energy,kilowatt-hours,oil
118622,South America,2013,,405147963.0,,oil_energy_per_capita,7633.302,oil,energy,kilowatt-hours,oil
118623,South America,2014,,409128901.0,,oil_energy_per_capita,7643.175,oil,energy,kilowatt-hours,oil
118624,South America,2015,,413134461.0,,oil_energy_per_capita,7180.373,oil,energy,kilowatt-hours,oil
118625,South America,2016,,417101806.0,,oil_energy_per_capita,6922.388,oil,energy,kilowatt-hours,oil
118626,South America,2017,,420982650.0,,oil_energy_per_capita,6765.888,oil,energy,kilowatt-hours,oil
118627,South America,2018,,424740741.0,,oil_energy_per_capita,6436.199,oil,energy,kilowatt-hours,oil
118628,South America,2019,,428318218.0,,oil_energy_per_capita,6290.207,oil,energy,kilowatt-hours,oil
118629,South America,2020,,431530105.0,,oil_energy_per_capita,5474.162,oil,energy,kilowatt-hours,oil
118630,South America,2021,,434254167.0,,oil_energy_per_capita,6165.518,oil,energy,kilowatt-hours,oil
118631,South America,2022,,436816679.0,,oil_energy_per_capita,6648.851,oil,energy,kilowatt-hours,oil
119087,Africa,2013,,1140180888.0,,oil_prod_per_capita,4180.592,oil,prod,kilowatt-hours,oil
119088,Africa,2014,,1170299297.0,,oil_prod_per_capita,3883.742,oil,prod,kilowatt-hours,oil
119089,Africa,2015,,1201108186.0,,oil_prod_per_capita,3741.606,oil,prod,kilowatt-hours,oil
119090,Africa,2016,,1232111820.0,,oil_prod_per_capita,3443.492,oil,prod,kilowatt-hours,oil
119091,Africa,2017,,1263333997.0,,oil_prod_per_capita,3548.117,oil,prod,kilowatt-hours,oil
119092,Africa,2018,,1295265310.0,,oil_prod_per_capita,3523.597,oil,prod,kilowatt-hours,oil
119093,Africa,2019,,1327701380.0,,oil_prod_per_capita,3479.262,oil,prod,kilowatt-hours,oil
119094,Africa,2020,,1360677453.0,,oil_prod_per_capita,2853.678,oil,prod,kilowatt-hours,oil
119095,Africa,2021,,1393676724.0,,oil_prod_per_capita,2907.726,oil,prod,kilowatt-hours,oil
119096,Africa,2022,,1426736614.0,,oil_prod_per_capita,2719.381,oil,prod,kilowatt-hours,oil
119170,Antarctica,2013,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119171,Antarctica,2014,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119172,Antarctica,2015,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119173,Antarctica,2016,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119174,Antarctica,2017,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119175,Antarctica,2018,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119176,Antarctica,2019,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119177,Antarctica,2020,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119178,Antarctica,2021,ATA,,,oil_prod_per_capita,,oil,prod,kilowatt-hours,oil
119219,Asia,2013,,4365286895.0,,oil_prod_per_capita,4905.625,oil,prod,kilowatt-hours,oil
119220,Asia,2014,,4412496398.0,,oil_prod_per_capita,4878.813,oil,prod,kilowatt-hours,oil
119221,Asia,2015,,4458250376.0,,oil_prod_per_capita,5029.289,oil,prod,kilowatt-hours,oil
119222,Asia,2016,,4502955714.0,,oil_prod_per_capita,5165.148,oil,prod,kilowatt-hours,oil
119223,Asia,2017,,4547095064.0,,oil_prod_per_capita,5038.624,oil,prod,kilowatt-hours,oil
119224,Asia,2018,,4588802751.0,,oil_prod_per_capita,5017.696,oil,prod,kilowatt-hours,oil
119225,Asia,2019,,4627738749.0,,oil_prod_per_capita,4771.679,oil,prod,kilowatt-hours,oil
119226,Asia,2020,,4663086623.0,,oil_prod_per_capita,4411.943,oil,prod,kilowatt-hours,oil
119227,Asia,2021,,4693332132.0,,oil_prod_per_capita,4408.198,oil,prod,kilowatt-hours,oil
119228,Asia,2022,,4721383370.0,,oil_prod_per_capita,3280.454,oil,prod,kilowatt-hours,oil
119891,Europe,2013,,741180502.0,,oil_prod_per_capita,10854.577,oil,prod,kilowatt-hours,oil
119892,Europe,2014,,742190861.0,,oil_prod_per_capita,10932.475,oil,prod,kilowatt-hours,oil
119893,Europe,2015,,743294457.0,,oil_prod_per_capita,11131.947,oil,prod,kilowatt-hours,oil
119894,Europe,2016,,744516175.0,,oil_prod_per_capita,11350.828,oil,prod,kilowatt-hours,oil
