,country,year,iso_code,population,gdp,variable,value,energy_source,type,unit,source
23977,North America,2015,,570726015.0,,coal_electricity,1460.82,coal,electricity,terawatt-hours,coal
23978,North America,2016,,576008328.0,,coal_electricity,1349.2,coal,electricity,terawatt-hours,coal
23979,North America,2017,,581258143.0,,coal_electricity,1308.33,coal,electricity,terawatt-hours,coal
23980,North America,2018,,585864285.0,,coal_electricity,1241.16,coal,electricity,terawatt-hours,coal
23981,North America,2019,,590497015.0,,coal_electricity,1059.33,coal,electricity,terawatt-hours,coal
23982,North America,2020,,594263186.0,,coal_electricity,841.69,coal,electricity,terawatt-hours,coal
23983,North America,2021,,597123384.0,,coal_electricity,960.45,coal,electricity,terawatt-hours,coal
23984,North America,2022,,600323657.0,,coal_electricity,902.25,coal,electricity,terawatt-hours,coal
24104,Oceania,2013,,39057783.0,,coal_electricity,157.84,coal,electricity,terawatt-hours,coal
24105,Oceania,2014,,39729340.0,,coal_electricity,157.34,coal,electricity,terawatt-hours,coal
24106,Oceania,2015,,40403644.0,,coal_electricity,164.25,coal,electricity,terawatt-hours,coal
24107,Oceania,2016,,41101240.0,,coal_electricity,163.93,coal,electricity,terawatt-hours,coal
24108,Oceania,2017,,41817267.0,,coal_electricity,161.09,coal,electricity,terawatt-hours,coal
24109,Oceania,2018,,42540030.0,,coal_electricity,158.97,coal,electricity,terawatt-hours,coal
24110,Oceania,2019,,43278474.0,,coal_electricity,152.94,coal,electricity,terawatt-hours,coal
24111,Oceania,2020,,43933757.0,,coal_electricity,146.16,coal,electricity,terawatt-hours,coal
24112,Oceania,2021,,44492065.0,,coal_electricity,141.14,coal,electricity,terawatt-hours,coal
24113,Oceania,2022,,45038860.0,,coal_electricity,133.21,coal,electricity,terawatt-hours,coal
24476,South America,2013,,405147963.0,,coal_electricity,62.66,coal,electricity,terawatt-hours,coal
24477,South America,2014,,409128901.0,,coal_electricity,63.59,coal,electricity,terawatt-hours,coal
24478,South America,2015,,413134461.0,,coal_electricity,64.94,coal,electricity,terawatt-hours,coal
24479,South America,2016,,417101806.0,,coal_electricity,66.72,coal,electricity,terawatt-hours,coal
24480,South America,2017,,420982650.0,,coal_electricity,58.16,coal,electricity,terawatt-hours,coal
24481,South America,2018,,424740741.0,,coal_electricity,56.79,coal,electricity,terawatt-hours,coal
24482,South America,2019,,428318218.0,,coal_electricity,59.54,coal,electricity,terawatt-hours,coal
24483,South America,2020,,431530105.0,,coal_electricity,55.9,coal,electricity,terawatt-hours,coal
24484,South America,2021,,434254167.0,,coal_electricity,58.94,coal,electricity,terawatt-hours,coal
24485,South America,2022,,436816679.0,,coal_electricity,42.31,coal,electricity,terawatt-hours,coal
24941,Africa,2013,,1140180888.0,,coal_prod_per_capita,1554.158,coal,prod,kilowatt-hours,coal
24942,Africa,2014,,1170299297.0,,coal_prod_per_capita,1565.207,coal,prod,kilowatt-hours,coal
24943,Africa,2015,,1201108186.0,,coal_prod_per_capita,1464.493,coal,prod,kilowatt-hours,coal
24944,Africa,2016,,1232111820.0,,coal_prod_per_capita,1425.73,coal,prod,kilowatt-hours,coal
24945,Africa,2017,,1263333997.0,,coal_prod_per_capita,1425.914,coal,prod,kilowatt-hours,coal
24946,Africa,2018,,1295265310.0,,coal_prod_per_capita,1421.961,coal,prod,kilowatt-hours,coal
24947,Africa,2019,,1327701380.0,,coal_prod_per_capita,1355.851,coal,prod,kilowatt-hours,coal
24948,Africa,2020,,1360677453.0,,coal_prod_per_capita,1283.479,coal,prod,kilowatt-hours,coal
24949,Africa,2021,,1393676724.0,,coal_prod_per_capita,1208.795,coal,prod,kilowatt-hours,coal
24950,Africa,2022,,1426736614.0,,coal_prod_per_capita,1196.407,coal,prod,kilowatt-hours,coal
25024,Antarctica,2013,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25025,Antarctica,2014,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25026,Antarctica,2015,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25027,Antarctica,2016,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25028,Antarctica,2017,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25029,Antarctica,2018,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25030,Antarctica,2019,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25031,Antarctica,2020,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25032,Antarctica,2021,ATA,,,coal_prod_per_capita,,coal,prod,kilowatt-hours,coal
25073,Asia,2013,,4365286895.0,,coal_prod_per_capita,6768.645,coal,prod,kilowatt-hours,coal
25074,Asia,2014,,4412496398.0,,coal_prod_per_capita,6623.95,coal,prod,kilowatt-hours,coal
25075,Asia,2015,,4458250376.0,,coal_prod_per_capita,6460.449,coal,prod,kilowatt-hours,coal
25076,Asia,2016,,4502955714.0,,coal_prod_per_capita,6070.126,coal,prod,kilowatt-hours,coal
25077,Asia,2017,,4547095064.0,,coal_prod_per_capita,6171.895,coal,prod,kilowatt-hours,coal
25078,Asia,2018,,4588802751.0,,coal_prod_per_capita,6506.714,coal,prod,kilowatt-hours,coal
25079,Asia,2019,,4627738749.0,,coal_prod_per_capita,6713.529,coal,prod,kilowatt-hours,coal
25080,Asia,2020,,4663086623.0,,coal_prod_per_capita,6616.207,coal,prod,kilowatt-hours,coal
25081,Asia,2021,,4693332132.0,,coal_prod_per_capita,6846.618,coal,prod,kilowatt-hours,coal
25082,Asia,2022,,4721383370.0,,coal_prod_per_capita,7467.752,coal,prod,kilowatt-hours,coal
25745,Europe,2013,,741180502.0,,coal_prod_per_capita,6014.886,coal,prod,kilowatt-hours,coal
25746,Europe,2014,,742190861.0,,coal_prod_per_capita,5718.787,coal,prod,kilowatt-hours,coal
25747,Europe,2015,,743294457.0,,coal_prod_per_capita,5659.246,coal,prod,kilowatt-hours,coal
25748,Europe,2016,,744516175.0,,coal_prod_per_capita,5617.775,coal,prod,kilowatt-hours,coal
25749,Europe,2017,,745657647.0,,coal_prod_per_capita,5685.277,coal,prod,kilowatt-hours,coal
25750,Europe,2018,,746577709.0,,coal_prod_per_capita,5807.432,coal,prod,kilowatt-hours,coal
25751,Europe,2019,,747418251.0,,coal_prod_per_capita,5523.109,coal,prod,kilowatt-hours,coal
25752,Europe,2020,,747462669.0,,coal_prod_per_capita,4916.96,coal,prod,kilowatt-hours,coal
25753,Europe,2021,,746417727.0,,coal_prod_per_capita,5328.392,coal,prod,kilowatt-hours,coal
25754,Europe,2022,,744806995.0,,coal_prod_per_capita,5389.473,coal,prod,kilowatt-hours,coal
26744,North America,2013,,560056144.0,,coal_prod_per_capita,10848.544,coal,prod,kilowatt-hours,coal
26745,North America,2014,,565486685.0,,coal_prod_per_capita,10880.577,coal,prod,kilowatt-hours,coal
26746,North America,2015,,570726015.0,,coal_prod_per_capita,9558.768,coal,prod,kilowatt-hours,coal
26747,North America,2016,,576008328.0,,coal_prod_per_capita,7872.767,coal,prod,kilowatt-hours,coal
26748,North America,2017,,581258143.0,,coal_prod_per_capita,8267.479,coal,prod,kilowatt-hours,coal
26749,North America,2018,,585864285.0,,coal_prod_per_capita,8012.996,coal,prod,kilowatt-hours,coal
26750,North America,2019,,590497015.0,,coal_prod_per_capita,7396.614,coal,prod,kilowatt-hours,coal
26751,North America,2020,,594263186.0,,coal_prod_per_capita,5641.652,coal,prod,kilowatt-hours,coal
26752,North America,2021,,597123384.0,,coal_prod_per_capita,6033.706,coal,prod,kilowatt-hours,coal
26753,North America,2022,,600323657.0,,coal_prod_per_capita,6198.824,coal,prod,kilowatt-hours,coal
26873,Oceania,2013,,39057783.0,,coal_prod_per_capita,85956.508,coal,prod,kilowatt-hours,coal
26874,Oceania,2014,,39729340.0,,coal_prod_per_capita,90314.773,coal,prod,kilowatt-hours,coal
26875,Oceania,2015,,40403644.0,,coal_prod_per_capita,88591.242,coal,prod,kilowatt-hours,coal
26876,Oceania,2016,,41101240.0,,coal_prod_per_capita,87173.445,coal,prod,kilowatt-hours,coal
26877,Oceania,2017,,41817267.0,,coal_prod_per_capita,83540.594,coal,prod,kilowatt-hours,coal
26878,Oceania,2018,,42540030.0,,coal_prod_per_capita,86040.023,coal,prod,kilowatt-hours,coal
26879,Oceania,2019,,43278474.0,,coal_prod_per_capita,85097.484,coal,prod,kilowatt-hours,coal
26880,Oceania,2020,,43933757.0,,coal_prod_per_capita,76858.562,coal,prod,kilowatt-hours,coal
26881,Oceania,2021,,44492065.0,,coal_prod_per_capita,73799.281,coal,prod,kilowatt-hours,coal
26882,Oceania,2022,,45038860.0,,coal_prod_per_capita,69708.383,coal,prod,kilowatt-hours,coal
27245,South America,2013,,405147963.0,,coal_prod_per_capita,1875.44,coal,prod,kilowatt-hours,coal
27246,South America,2014,,409128901.0,,coal_prod_per_capita,1949.005,coal,prod,kilowatt-hours,coal
27247,South America,2015,,413134461.0,,coal_prod_per_capita,1835.482,coal,prod,kilowatt-hours,coal
27248,South America,2016,,417101806.0,,coal_prod_per_capita,1892.242,coal,prod,kilowatt-hours,coal
27249,South America,2017,,420982650.0,,coal_prod_per_capita,1846.061,coal,prod,kilowatt-hours,coal
27250,South America,2018,,424740741.0,,coal_prod_per_capita,1743.247,coal,prod,kilowatt-hours,coal
27251,South America,2019,,428318218.0,,coal_prod_per_capita,1690.71,coal,prod,kilowatt-hours,coal
27252,South America,2020,,431530105.0,,coal_prod_per_capita,1085.977,coal,prod,kilowatt-hours,coal
27253,South America,2021,,434254167.0,,coal_prod_per_capita,1172.479,coal,prod,kilowatt-hours,coal
27254,South America,2022,,436816679.0,,coal_prod_per_capita,1145.449,coal,prod,kilowatt-hours,coal
27710,Africa,2013,,1140180888.0,,coal_production,1772.021,coal,production,terawatt-hours,coal
27711,Africa,2014,,1170299297.0,,coal_production,1831.761,coal,production,terawatt-hours,coal
27712,Africa,2015,,1201108186.0,,coal_production,1759.014,coal,production,terawatt-hours,coal
27713,Africa,2016,,1232111820.0,,coal_production,1756.659,coal,production,terawatt-hours,coal
27714,Africa,2017,,1263333997.0,,coal_production,1801.406,coal,production,terawatt-hours,coal
27715,Africa,2018,,1295265310.0,,coal_production,1841.816,coal,production,terawatt-hours,coal
27716,Africa,2019,,1327701380.0,,coal_production,1800.166,coal,production,terawatt-hours,coal
27717,Africa,2020,,1360677453.0,,coal_production,1746.401,coal,production,terawatt-hours,coal
27718,Africa,2021,,1393676724.0,,coal_production,1684.669,coal,production,terawatt-hours,coal
27719,Africa,2022,,1426736614.0,,coal_production,1706.958,coal,production,terawatt-hours,coal
27793,Antarctica,2013,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27794,Antarctica,2014,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27795,Antarctica,2015,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27796,Antarctica,2016,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27797,Antarctica,2017,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27798,Antarctica,2018,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27799,Antarctica,2019,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27800,Antarctica,2020,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27801,Antarctica,2021,ATA,,,coal_production,,coal,production,terawatt-hours,coal
27842,Asia,2013,,4365286895.0,,coal_production,29547.076,coal,production,terawatt-hours,coal
27843,Asia,2014,,4412496398.0,,coal_production,29228.154,coal,production,terawatt-hours,coal
27844,Asia,2015,,4458250376.0,,coal_production,28802.299,coal,production,terawatt-hours,coal
27845,Asia,2016,,4502955714.0,,coal_production,27333.508,coal,production,terawatt-hours,coal
27846,Asia,2017,,4547095064.0,,coal_production,28064.193,coal,production,terawatt-hours,coal
27847,Asia,2018,,4588802751.0,,coal_production,29858.025,coal,production,terawatt-hours,coal
27848,Asia,2019,,4627738749.0,,coal_production,31068.459,coal,production,terawatt-hours,coal
27849,Asia,2020,,4663086623.0,,coal_production,30851.947,coal,production,terawatt-hours,coal
27850,Asia,2021,,4693332132.0,,coal_production,32133.451,coal,production,terawatt-hours,coal
27851,Asia,2022,,4721383370.0,,coal_production,35258.121,coal,production,terawatt-hours,coal
28514,Europe,2013,,741180502.0,,coal_production,4458.116,coal,production,terawatt-hours,coal
28515,Europe,2014,,742190861.0,,coal_production,4244.431,coal,production,terawatt-hours,coal
28516,Europe,2015,,743294457.0,,coal_production,4206.486,coal,production,terawatt-hours,coal
28517,Europe,2016,,744516175.0,,coal_production,4182.524,coal,production,terawatt-hours,coal
28518,Europe,2017,,745657647.0,,coal_production,4239.271,coal,production,terawatt-hours,coal
28519,Europe,2018,,746577709.0,,coal_production,4335.699,coal,production,terawatt-hours,coal
28520,Europe,2019,,747418251.0,,coal_production,4128.072,coal,production,terawatt-hours,coal
28521,Europe,2020,,747462669.0,,coal_production,3675.244,coal,production,terawatt-hours,coal
28522,Europe,2021,,746417727.0,,coal_production,3977.206,coal,production,terawatt-hours,coal
28523,Europe,2022,,744806995.0,,coal_production,4014.117,coal,production,terawatt-hours,coal
29513,North America,2013,,560056144.0,,coal_production,6075.794,coal,production,terawatt-hours,coal
29514,North America,2014,,565486685.0,,coal_production,6152.822,coal,production,terawatt-hours,coal
29515,North America,2015,,570726015.0,,coal_production,5455.438,coal,production,terawatt-hours,coal
29516,North America,2016,,576008328.0,,coal_production,4534.779,coal,production,terawatt-hours,coal
29517,North America,2017,,581258143.0,,coal_production,4805.539,coal,production,terawatt-hours,coal
29518,North America,2018,,585864285.0,,coal_production,4694.528,coal,production,terawatt-hours,coal
29519,North America,2019,,590497015.0,,coal_production,4367.678,coal,production,terawatt-hours,coal
29520,North America,2020,,594263186.0,,coal_production,3352.626,coal,production,terawatt-hours,coal
29521,North America,2021,,597123384.0,,coal_production,3602.867,coal,production,terawatt-hours,coal
29522,North America,2022,,600323657.0,,coal_production,3721.301,coal,production,terawatt-hours,coal
29642,Oceania,2013,,39057783.0,,coal_production,3357.271,coal,production,terawatt-hours,coal
29643,Oceania,2014,,39729340.0,,coal_production,3588.146,coal,production,terawatt-hours,coal
29644,Oceania,2015,,40403644.0,,coal_production,3579.409,coal,production,terawatt-hours,coal
29645,Oceania,2016,,41101240.0,,coal_production,3582.937,coal,production,terawatt-hours,coal
29646,Oceania,2017,,41817267.0,,coal_production,3493.439,coal,production,terawatt-hours,coal
29647,Oceania,2018,,42540030.0,,coal_production,3660.145,coal,production,terawatt-hours,coal
29648,Oceania,2019,,43278474.0,,coal_production,3682.889,coal,production,terawatt-hours,coal
29649,Oceania,2020,,43933757.0,,coal_production,3376.685,coal,production,terawatt-hours,coal
29650,Oceania,2021,,44492065.0,,coal_production,3283.482,coal,production,terawatt-hours,coal
29651,Oceania,2022,,45038860.0,,coal_production,3139.586,coal,production,terawatt-hours,coal
30014,South America,2013,,405147963.0,,coal_production,759.831,coal,production,terawatt-hours,coal
30015,South America,2014,,409128901.0,,coal_production,797.394,coal,production,terawatt-hours,coal
30016,South America,2015,,413134461.0,,coal_production,758.301,coal,production,terawatt-hours,coal
30017,South America,2016,,417101806.0,,coal_production,789.258,coal,production,terawatt-hours,coal
30018,South America,2017,,420982650.0,,coal_production,777.16,coal,production,terawatt-hours,coal
30019,South America,2018,,424740741.0,,coal_production,740.428,coal,production,terawatt-hours,coal
30020,South America,2019,,428318218.0,,coal_production,724.162,coal,production,terawatt-hours,coal
30021,South America,2020,,431530105.0,,coal_production,468.632,coal,production,terawatt-hours,coal
30022,South America,2021,,434254167.0,,coal_production,509.154,coal,production,terawatt-hours,coal
30023,South America,2022,,436816679.0,,coal_production,500.351,coal,production,terawatt-hours,coal
30479,Africa,2013,,1140180888.0,,electricity_demand,750.62,electricity,demand,terawatt-hours,-
30480,Africa,2014,,1170299297.0,,electricity_demand,778.12,electricity,demand,terawatt-hours,-
30481,Africa,2015,,1201108186.0,,electricity_demand,798.31,electricity,demand,terawatt-hours,-
30482,Africa,2016,,1232111820.0,,electricity_demand,814.82,electricity,demand,terawatt-hours,-
30483,Africa,2017,,1263333997.0,,electricity_demand,833.52,electricity,demand,terawatt-hours,-
30484,Africa,2018,,1295265310.0,,electricity_demand,857.02,electricity,demand,terawatt-hours,-
30485,Africa,2019,,1327701380.0,,electricity_demand,869.27,electricity,demand,terawatt-hours,-
30486,Africa,2020,,1360677453.0,,electricity_demand,857.22,electricity,demand,terawatt-hours,-
30487,Africa,2021,,1393676724.0,,electricity_demand,891.83,electricity,demand,terawatt-hours,-
30488,Africa,2022,,1426736614.0,,electricity_demand,886.28,electricity,demand,terawatt-hours,-
30562,Antarctica,2013,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30563,Antarctica,2014,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30564,Antarctica,2015,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30565,Antarctica,2016,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30566,Antarctica,2017,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30567,Antarctica,2018,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30568,Antarctica,2019,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30569,Antarctica,2020,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30570,Antarctica,2021,ATA,,,electricity_demand,,electricity,demand,terawatt-hours,-
30611,Asia,2013,,4365286895.0,,electricity_demand,11012.63,electricity,demand,terawatt-hours,-
30612,Asia,2014,,4412496398.0,,electricity_demand,11620.98,electricity,demand,terawatt-hours,-
30613,Asia,2015,,4458250376.0,,electricity_demand,11784.84,electricity,demand,terawatt-hours,-
30614,Asia,2016,,4502955714.0,,electricity_demand,12340.84,electricity,demand,terawatt-hours,-
30615,Asia,2017,,4547095064.0,,electricity_demand,13063.34,electricity,demand,terawatt-hours,-
30616,Asia,2018,,4588802751.0,,electricity_demand,13832.51,electricity,demand,terawatt-hours,-
30617,Asia,2019,,4627738749.0,,electricity_demand,14275.99,electricity,demand,terawatt-hours,-
30618,Asia,2020,,4663086623.0,,electricity_demand,14501.62,electricity,demand,terawatt-hours,-
30619,Asia,2021,,4693332132.0,,electricity_demand,15615.699,electricity,demand,terawatt-hours,-
30620,Asia,2022,,4721383370.0,,electricity_demand,16236.229,electricity,demand,terawatt-hours,-
31283,Europe,2013,,741180502.0,,electricity_demand,4819.6,electricity,demand,terawatt-hours,-
31284,Europe,2014,,742190861.0,,electricity_demand,4735.55,electricity,demand,terawatt-hours,-
31285,Europe,2015,,743294457.0,,electricity_demand,4773.9,electricity,demand,terawatt-hours,-
31286,Europe,2016,,744516175.0,,electricity_demand,4819.6,electricity,demand,terawatt-hours,-
31287,Europe,2017,,745657647.0,,electricity_demand,4842.17,electricity,demand,terawatt-hours,-
31288,Europe,2018,,746577709.0,,electricity_demand,4861.16,electricity,demand,terawatt-hours,-
31289,Europe,2019,,747418251.0,,electricity_demand,4811.68,electricity,demand,terawatt-hours,-
31290,Europe,2020,,747462669.0,,electricity_demand,4653.12,electricity,demand,terawatt-hours,-
31291,Europe,2021,,746417727.0,,electricity_demand,4857.98,electricity,demand,terawatt-hours,-
31292,Europe,2022,,744806995.0,,electricity_demand,4715.82,electricity,demand,terawatt-hours,-
32282,North America,2013,,560056144.0,,electricity_demand,5147.91,electricity,demand,terawatt-hours,-
32283,North America,2014,,565486685.0,,electricity_demand,5193.69,electricity,demand,terawatt-hours,-
32284,North America,2015,,570726015.0,,electricity_demand,5201.19,electricity,demand,terawatt-hours,-
32285,North America,2016,,576008328.0,,electricity_demand,5220.26,electricity,demand,terawatt-hours,-
32286,North America,2017,,581258143.0,,electricity_demand,5184.13,electricity,demand,terawatt-hours,-
32287,North America,2018,,585864285.0,,electricity_demand,5351.14,electricity,demand,terawatt-hours,-
32288,North America,2019,,590497015.0,,electricity_demand,5298.39,electricity,demand,terawatt-hours,-
32289,North America,2020,,594263186.0,,electricity_demand,5154.51,electricity,demand,terawatt-hours,-
32290,North America,2021,,597123384.0,,electricity_demand,5266.621,electricity,demand,terawatt-hours,-
32291,North America,2022,,600323657.0,,electricity_demand,5426.93,electricity,demand,terawatt-hours,-
32411,Oceania,2013,,39057783.0,,electricity_demand,302.63,electricity,demand,terawatt-hours,-
32412,Oceania,2014,,39729340.0,,electricity_demand,301.73,electricity,demand,terawatt-hours,-
32413,Oceania,2015,,40403644.0,,electricity_demand,308.89,electricity,demand,terawatt-hours,-
32414,Oceania,2016,,41101240.0,,electricity_demand,313.3,electricity,demand,terawatt-hours,-
32415,Oceania,2017,,41817267.0,,electricity_demand,314.34,electricity,demand,terawatt-hours,-
32416,Oceania,2018,,42540030.0,,electricity_demand,318.54,electricity,demand,terawatt-hours,-
32417,Oceania,2019,,43278474.0,,electricity_demand,321.65,electricity,demand,terawatt-hours,-
32418,Oceania,2020,,43933757.0,,electricity_demand,320.0,electricity,demand,terawatt-hours,-
32419,Oceania,2021,,44492065.0,,electricity_demand,323.39,electricity,demand,terawatt-hours,-
32420,Oceania,2022,,45038860.0,,electricity_demand,329.53,electricity,demand,terawatt-hours,-
32783,South America,2013,,405147963.0,,electricity_demand,1137.35,electricity,demand,terawatt-hours,-
32784,South America,2014,,409128901.0,,electricity_demand,1135.19,electricity,demand,terawatt-hours,-
32785,South America,2015,,413134461.0,,electricity_demand,1160.41,electricity,demand,terawatt-hours,-
32786,South America,2016,,417101806.0,,electricity_demand,1162.31,electricity,demand,terawatt-hours,-
32787,South America,2017,,420982650.0,,electricity_demand,1160.11,electricity,demand,terawatt-hours,-
32788,South America,2018,,424740741.0,,electricity_demand,1174.66,electricity,demand,terawatt-hours,-
32789,South America,2019,,428318218.0,,electricity_demand,1181.93,electricity,demand,terawatt-hours,-
32790,South America,2020,,431530105.0,,electricity_demand,1167.45,electricity,demand,terawatt-hours,-
32791,South America,2021,,434254167.0,,electricity_demand,1219.36,electricity,demand,terawatt-hours,-
32792,South America,2022,,436816679.0,,electricity_demand,1247.61,electricity,demand,terawatt-hours,-
33248,Africa,2013,,1140180888.0,,electricity_generation,741.23,electricity,generation,terawatt-hours,-
33249,Africa,2014,,1170299297.0,,electricity_generation,768.18,electricity,generation,terawatt-hours,-
33250,Africa,2015,,1201108186.0,,electricity_generation,790.52,electricity,generation,terawatt-hours,-
33251,Africa,2016,,1232111820.0,,electricity_generation,806.2,electricity,generation,terawatt-hours,-
33252,Africa,2017,,1263333997.0,,electricity_generation,825.82,electricity,generation,terawatt-hours,-
33253,Africa,2018,,1295265310.0,,electricity_generation,850.3,electricity,generation,terawatt-hours,-
33254,Africa,2019,,1327701380.0,,electricity_generation,868.76,electricity,generation,terawatt-hours,-
33255,Africa,2020,,1360677453.0,,electricity_generation,855.37,electricity,generation,terawatt-hours,-
33256,Africa,2021,,1393676724.0,,electricity_generation,889.88,electricity,generation,terawatt-hours,-
33257,Africa,2022,,1426736614.0,,electricity_generation,881.02,electricity,generation,terawatt-hours,-
33331,Antarctica,2013,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33332,Antarctica,2014,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33333,Antarctica,2015,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33334,Antarctica,2016,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33335,Antarctica,2017,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33336,Antarctica,2018,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33337,Antarctica,2019,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33338,Antarctica,2020,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33339,Antarctica,2021,ATA,,,electricity_generation,,electricity,generation,terawatt-hours,-
33380,Asia,2013,,4365286895.0,,electricity_generation,11000.13,electricity,generation,terawatt-hours,-
33381,Asia,2014,,4412496398.0,,electricity_generation,11610.32,electricity,generation,terawatt-hours,-
33382,Asia,2015,,4458250376.0,,electricity_generation,11767.729,electricity,generation,terawatt-hours,-
33383,Asia,2016,,4502955714.0,,electricity_generation,12331.72,electricity,generation,terawatt-hours,-
33384,Asia,2017,,4547095064.0,,electricity_generation,13066.42,electricity,generation,terawatt-hours,-
33385,Asia,2018,,4588802751.0,,electricity_generation,13835.87,electricity,generation,terawatt-hours,-
33386,Asia,2019,,4627738749.0,,electricity_generation,14275.61,electricity,generation,terawatt-hours,-
33387,Asia,2020,,4663086623.0,,electricity_generation,14491.85,electricity,generation,terawatt-hours,-
33388,Asia,2021,,4693332132.0,,electricity_generation,15597.829,electricity,generation,terawatt-hours,-
33389,Asia,2022,,4721383370.0,,electricity_generation,16216.66,electricity,generation,terawatt-hours,-
34052,Europe,2013,,741180502.0,,electricity_generation,4832.29,electricity,generation,terawatt-hours,-
34053,Europe,2014,,742190861.0,,electricity_generation,4748.06,electricity,generation,terawatt-hours,-
34054,Europe,2015,,743294457.0,,electricity_generation,4783.98,electricity,generation,terawatt-hours,-
34055,Europe,2016,,744516175.0,,electricity_generation,4832.82,electricity,generation,terawatt-hours,-
34056,Europe,2017,,745657647.0,,electricity_generation,4848.27,electricity,generation,terawatt-hours,-
34057,Europe,2018,,746577709.0,,electricity_generation,4867.18,electricity,generation,terawatt-hours,-
34058,Europe,2019,,747418251.0,,electricity_generation,4817.12,electricity,generation,terawatt-hours,-
34059,Europe,2020,,747462669.0,,electricity_generation,4660.61,electricity,generation,terawatt-hours,-
34060,Europe,2021,,746417727.0,,electricity_generation,4866.21,electricity,generation,terawatt-hours,-
34061,Europe,2022,,744806995.0,,electricity_generation,4731.48,electricity,generation,terawatt-hours,-
35051,North America,2013,,560056144.0,,electricity_generation,5141.64,electricity,generation,terawatt-hours,-
35052,North America,2014,,565486685.0,,electricity_generation,5185.93,electricity,generation,terawatt-hours,-
35053,North America,2015,,570726015.0,,electricity_generation,5194.14,electricity,generation,terawatt-hours,-
35054,North America,2016,,576008328.0,,electricity_generation,5216.36,electricity,generation,terawatt-hours,-
35055,North America,2017,,581258143.0,,electricity_generation,5188.62,electricity,generation,terawatt-hours,-
35056,North America,2018,,585864285.0,,electricity_generation,5353.3,electricity,generation,terawatt-hours,-
35057,North America,2019,,590497015.0,,electricity_generation,5304.64,electricity,generation,terawatt-hours,-
35058,North America,2020,,594263186.0,,electricity_generation,5159.6,electricity,generation,terawatt-hours,-
35059,North America,2021,,597123384.0,,electricity_generation,5274.21,electricity,generation,terawatt-hours,-
35060,North America,2022,,600323657.0,,electricity_generation,5432.09,electricity,generation,terawatt-hours,-
35180,Oceania,2013,,39057783.0,,electricity_generation,302.63,electricity,generation,terawatt-hours,-
35181,Oceania,2014,,39729340.0,,electricity_generation,301.73,electricity,generation,terawatt-hours,-
35182,Oceania,2015,,40403644.0,,electricity_generation,308.89,electricity,generation,terawatt-hours,-
35183,Oceania,2016,,41101240.0,,electricity_generation,313.3,electricity,generation,terawatt-hours,-
35184,Oceania,2017,,41817267.0,,electricity_generation,314.34,electricity,generation,terawatt-hours,-
35185,Oceania,2018,,42540030.0,,electricity_generation,318.54,electricity,generation,terawatt-hours,-
35186,Oceania,2019,,43278474.0,,electricity_generation,321.65,electricity,generation,terawatt-hours,-
35187,Oceania,2020,,43933757.0,,electricity_generation,320.0,electricity,generation,terawatt-hours,-
35188,Oceania,2021,,44492065.0,,electricity_generation,323.39,electricity,generation,terawatt-hours,-
35189,Oceania,2022,,45038860.0,,electricity_generation,329.53,electricity,generation,terawatt-hours,-
35552,South America,2013,,405147963.0,,electricity_generation,1137.38,electricity,generation,terawatt-hours,-
35553,South America,2014,,409128901.0,,electricity_generation,1135.11,electricity,generation,terawatt-hours,-
35554,South America,2015,,413134461.0,,electricity_generation,1160.44,electricity,generation,terawatt-hours,-
